Municipalities,demo_0,demo_1,demo_2,demo_3,emp_0,mobi_0,mobi_1,mobi_2,mobi_3,mobi_4,mobi_5,mobi_6,mobi_7,mobi_8,Avg. PI. per person by household position | 2018,Cluster
Bergen (L.),-4.1559837061791844,0.179214431243327,-1.8609818484717024,1.0643815528683398,-1.3923960577252177,-5.081578118725482,-1.4597798028612785,0.7411081088213218,-3.5253674108192414,0.26355117995032845,-0.46292356719868094,-0.9411566941455322,-0.3714731677046237,-0.14535571468480943,-0.8305194773439927,3
Bergen (NH.),-8.750411954191952,0.8432164585593165,4.4486812243653375,-0.5152409340413298,-0.8255120971832594,-0.039236701136554045,0.5943430653224492,-1.2004714137217627,0.6202885644223851,-0.39649718226910363,0.12023439661036038,1.1301065631689529,1.269786331453842,0.3920166565662557,1.1685259193449673,1
Bergen op Zoom,-0.3886525034055411,1.285441258126662,-0.23005181089251037,0.5575887147642052,0.4485101869201434,1.3873832106541186,-0.4543120279427175,0.68336652019968,0.2676481978144479,0.10394496005767928,0.472515608517262,-0.5457503170407461,0.07767941437983486,1.0309572767142459,-0.23576216923818624,1
Berkelland,-3.5584369849820523,-0.6012641375641278,-0.3230243626745744,0.09328580829476504,-0.38922793606671097,-1.4124351179509789,-0.0962449888743318,-1.0424258965229485,-0.4706247037683238,-0.29331934394722314,-0.7320979774805363,-0.8420954039642968,-1.1984767949875665,-0.4333633783265913,-0.7644353319989021,3
Bernheze,0.19502223455800446,-1.7303914226916761,-1.3319940478704706,-0.18784799602111654,-0.7727712227718868,-0.8485030482878847,-0.2506228980503336,-0.5358268999275597,0.665170092017847,0.027937962242606144,0.6190773215375067,0.24898781387921495,-0.18946130774299563,0.20154136157833324,-0.10359387854800638,1
Best,0.46759010864612954,-0.8806651937039877,-1.6816138726321699,1.0622404596477695,-0.6526290276559017,1.0001078291159733,-0.6269129549114444,-0.33274586402837764,-0.07880386150055066,0.08338140679628826,-0.7913688848954088,-0.4731710193158368,-0.0200336301894183,-0.48390447378325163,0.6894158655930681,3
Beuningen,-0.6245710561067639,-0.33814703734115675,-2.199814191214921,1.7366322173870676,-1.010061242487217,0.0384804419789691,-0.576044337164023,1.024259978547345,-0.4838150641534697,-0.3655810712833826,0.915205320849142,0.5625309055756816,1.130716489982762,0.48853245061855016,0.06161648481471756,3
Beverwijk,3.082585865492961,1.6365112440966,-0.47086767053246037,0.10207826151579373,-0.42599486311784773,1.9360620008866511,-0.27072922661082793,-0.01910961127199816,1.430889663280932,-0.0935711658478552,0.4789993424924769,-0.6915758071113526,1.2281576478555511,-0.740950448038236,-0.3183673509195482,1
Bladel,-0.8044065164719786,-0.4570851398081778,-1.6965975071990709,-0.6004507475240346,-0.8081184479699872,-1.0422995749255255,1.2294234351499456,-0.034678140669723134,0.17547718665428624,-1.5713185072350944,0.31699421544675055,-0.10630686082711362,-0.6709372980398073,-0.0444778003174827,-0.23576216923818624,3
Blaricum,-0.6295316184603562,-2.4895091614225966,3.5073126536350383,-0.8007763757878802,-1.5073336737519474,0.13362518498446216,-0.8708686591416365,1.0044315567828725,1.3300603191920934,-1.0851492834305367,0.3300014041437586,0.01447296493063249,-0.07349162811972697,-0.12825057424461592,5.282263967076793,1
Bloemendaal,-3.2897494777030216,-4.2107382895769625,5.456029880215644,0.1460015962616037,-1.208106938380015,1.976172147476484,-0.4243010402870957,-0.6700524066844195,-0.05183653557989982,0.7500901901131515,-0.31051723585427743,0.14849169343173566,0.7194749887922481,0.49962454654720995,5.959626456863963,1
Bodegraven-Reeuwijk,1.6898793270277765,-2.088729023270194,-0.2768170301197666,-0.7567186468994211,-0.5349034135831079,0.24924906209849987,-0.46156361440907434,-0.5511600602301259,0.01250183885624062,-0.19112575670706675,-0.028971531231193184,0.5013397729779391,2.039002680183228,-0.076493653591906,0.7720210472744301,1
Boekel,1.440439559677837,-2.417676532843067,-3.0323059471614062,-0.13471528588736625,-1.4718856146950392,-2.744715595791559,-0.5061423230149239,-0.6213798651195811,-1.3407866280142484,-0.4666510835417914,-0.153777826998937,1.0508013435687134,-0.48923397685839265,-0.7504999244039935,-0.5331408232910889,3
Borger-Odoorn,-4.795161919462322,0.019207352842544153,-1.229501111800405,0.8067243726829477,-1.0188831779948726,-5.475744602173028,-0.08008637007771582,1.021866351189411,-2.1399818710530414,1.2127185596969798,-0.8601331216486886,-1.0052315999452512,0.32699796706001244,1.140534651890647,-0.8470405136802641,3
Borne,0.8623483085097678,-1.9614899760723608,0.7145922252876344,-0.7141800556927759,-1.1335000863503584,0.2930695010218686,-0.2451627469449006,-1.2348631498203362,0.8444587099065647,0.5686375793356908,0.8620865218203723,-0.11914852069171634,-0.048351212539029964,0.4786795467630633,-0.037509733202917034,1
Borsele,0.22112083030551613,-1.6226557506204873,-1.388322171172734,-0.655208389322504,-0.9926176846993308,-2.581633531196907,-0.5043161109081696,0.16966357339014007,-0.5514086610542397,-1.1983216810671773,0.2961679080869461,0.3822760568092483,0.9642288686660654,-1.6234469794419877,-0.16967802389309689,3
Boxmeer,-2.8989440142805023,0.13182835697180073,-1.4582893092443072,-0.03251115507679731,-0.6182056566139728,-0.24181251891545394,-0.43839726582335775,-0.979094296037426,0.00244564919250762,0.3957218320835042,0.1308260316646076,-1.0114074928756456,-0.08819780190472246,-0.5351878766965883,-0.4174935689371828,3
Boxtel,-0.21688703575925972,0.12294852916552285,0.13016185402902528,-0.5978365537297342,-0.6765128772727165,1.7437558662077688,-0.2932442089120564,-1.0031468584845908,0.2994912374228093,0.08477192187278954,0.616250067735274,-0.2804303957134107,-0.1588349855735093,-0.5427611052386645,-0.13663595122055164,1
Breda,3.9910333984381148,3.968372754225041,0.8150507447999874,-0.27795426837312737,5.474146605279769,2.318973313393529,-0.3733051801056316,0.8533956412434518,-0.7303397782291736,0.334064682138695,0.5561949207331635,-0.8388145328380143,-0.10278171762679825,0.32437863830350633,0.2268268481774415,4
Brielle,-1.9769390776981535,1.1765482627313666,-0.029054131786572054,0.7733083735240814,-1.2551004423352716,-1.4261064273972988,0.4876755776686297,0.3019962049773615,0.5145672407246866,-1.5213516286051163,-1.3634229450351436,0.46443939246184524,-0.20077876184796556,0.8151963230799872,1.3172152463714186,3
Bronckhorst,-5.5080380970052705,-0.5546486518745007,-0.4175027650092431,0.7876508762521297,-0.5809197992706173,-3.573309640873549,-1.4614554116494367,-1.0458212523837471,-1.2175626113835234,0.6931583677229548,-1.2554504170813103,0.17642315168594677,-0.19557608751552488,-0.37375458950888535,-0.4505356416097269,3
Brummen,-4.506855430803066,0.29023213682256216,0.12997115042174642,0.16917158738945565,-1.0733238732946075,-0.9586917116022399,-0.7505431286647426,-0.4594414967956279,-0.16073899510323328,-0.19080483645863763,0.15420134215230413,0.7320885112989703,0.512597427540027,-2.086428879127573,-0.23576216923818624,3
Brunssum,-3.619960336709835,3.0547995398148435,0.7831152913973972,0.7237818543639563,-1.0775197625381718,0.3665919246944482,-0.9285048361086703,3.9931276559585998,1.8075324121758365,-1.4349865492379605,0.8190547116712771,-1.3111686463289856,0.4781879801329842,1.4768090535915317,-1.09485605872435,3
Bunnik,-0.23596471792514206,-2.8017777201161236,1.8847482506326754,-0.017544819911821913,-0.9505349108825699,1.7704549748477612,0.007192791419703126,-0.997879174931268,-0.40124314658823157,0.38960100245073287,0.3863918457885583,0.2759400424282037,0.9919114780579039,-1.1938833528818913,1.1189628103361506,1
Bunschoten,6.114770353226795,-3.43239699302874,-0.6235457196976293,-1.158176350524761,-0.8192327166237442,0.5453832813501509,0.5067867285515767,-0.1754152783238395,2.3667294760067668,-0.4747669284134272,-1.6781698870443698,0.7849274503764382,1.4989263787055604,1.929390622741406,0.1277006301598069,1
Buren,-0.8899805926501521,-1.6399457621627438,-2.2143694515773564,1.7512719096982632,-0.9649059876922443,-3.2004063093467705,-1.842784585348414,0.5771496432099897,-0.2324435479456415,0.08494129648182619,-1.648053439142884,0.7923574167241946,1.266108974117174,0.5701354623823451,0.3259530661950749,3
Capelle aan den IJssel,2.5888821841769323,1.7991828479502674,2.9141377725188384,0.636056826559892,0.432139792929518,2.4411385844039,-0.3131663330801679,2.675923794150955,-0.8872987200605504,0.275649015156689,0.05728291147154621,0.26950836401323713,-1.2585031380042395,0.5119165683832895,-0.08707284221173492,4
Castricum,-2.7618139640243693,-0.04398802792207651,1.3510275117503616,-0.3075740256060196,-0.7791795698973529,2.213042878121569,0.8965925495972537,-2.2288540847469145,0.6606388187261484,0.5254366643780629,0.9203822386235275,0.13316441515659985,0.7432022343786676,-1.1044263992571013,0.9537524469734266,1
Coevorden,-3.0156636162823305,-0.23047380955274352,-0.0020528025712530282,0.09031535281045641,-0.5604038726760567,-3.2133337149995733,-1.1738713740197657,-0.5569531800859231,-0.8253135548610703,1.2128242090906498,-0.08205278704054239,-0.5113179363436167,-0.2529119143039354,0.4863084382290324,-0.6983511866538128,3
Cranendonck,-2.783821203380497,0.08007552815945528,-1.0995331789207812,-0.12031626714800231,-1.031109897256207,-1.9027987487133056,-1.0831004286608423,0.5287446500285947,1.0702076696833254,0.3856576175367151,-0.1346275876600807,-0.13122240675363106,-0.6797269193507046,0.3527341209730288,-0.12011491488427901,3
Cuijk,-0.6829201423999719,0.06722127445530644,-0.889624716568666,0.438388402622495,-0.8956793421754609,0.0467529874730674,0.07567346052853625,-0.33247222149867434,0.8594478444323291,0.6739400192787458,0.6321598721131827,-0.8178499784742335,0.11567659817925163,-0.250618517420606,-0.5992249686361782,3
Culemborg,1.9628951862608601,-0.9461085891714544,-0.5778128715281504,1.1215149092599215,-0.8145751905238062,4.209327267032083,0.7361417771276243,-1.1959573085141815,-0.7321070365237461,-0.611478115364506,-0.6246210931599151,-1.443887026629674,0.01319591163693822,-1.5858090496519501,0.2103058118411689,1
Dalfsen,0.033937703546524256,-2.7230871130225998,-1.087301956047862,-0.43396190957305414,-0.7166334561068396,-3.6342086820507666,-0.9130072896103906,-1.4494493921204488,-0.7624638564906399,1.0213962443909705,-0.3615809603255814,1.4836633356486513,-0.12840897524316222,-0.2286983081494956,-0.2522832055744589,3
Dantumadiel,-0.08873633172094074,-1.8097303170956127,-0.4801058130732704,-0.9779736742865541,-1.2869239015803329,-2.113614515751381,0.053167520417271484,-0.8813606824034586,0.027259443458057465,1.144933333727103,0.7155860058360766,0.468299288634568,0.7567340222644876,0.7057376555064507,-1.3096295310958919,3
De Bilt,-1.2640010216401942,-0.9821233919866126,4.671205742824197,-0.032235772030417414,-0.38554157148989,1.6304140875272648,0.6092084719265376,-1.6452335820448114,0.1819613327289064,0.5646245479105656,0.405656052466409,-0.06956942744913995,-0.057899279821356085,-1.1114034110889017,1.994577736158587,1
De Fryske Marren,-1.3650962853541313,-1.0008088560226935,-0.22142657341511165,-0.2623585938998871,0.08227301766033068,-1.2549920804622272,0.8126964447053712,-0.1496051342405431,-0.5036915583309804,-0.9232415848149643,0.2823062887330889,-0.7965025941069663,1.2063408067374775,0.24306720409508012,-0.5827039322999068,3
De Ronde Venen,-0.49242884419845506,-0.8526739597887751,-0.6397259552865553,1.5035532125188098,-0.25127964315152806,-0.6086058464033369,-0.6493714892457763,0.22627258561292812,0.32658203633020827,-0.4746218913747546,-0.510784542342986,-0.1348468831651543,-0.5891943860414919,-0.6648904874038154,1.267652137362602,3
De Wolden,-3.288786429296072,-1.035914995926224,-0.21051161730363824,-0.09260682235842457,-1.0503995450370422,-3.73265646794113,-1.009717499737183,-0.7584968049706706,-1.7174410284875015,0.41310703375614577,-0.46512335228406165,0.5282680044946323,0.35743806213353213,-0.9300380101345572,-0.3018463145832756,3
Delft,5.419610471792249,9.464661105153018,-5.2224271114502825,-6.250285526954631,1.8524703362173078,6.32300820415239,1.748732375602024,-1.4992108853463202,-2.2174882448429534,1.1352335089712735,0.006333853380692199,0.0233424441359761,-0.3893489894783423,-1.5163934146172684,-1.0618139860518059,4
Delfzijl,-3.7163670514480573,1.2273621817881153,0.041270369592499016,-0.6991501607694653,-0.9975698013928697,-1.5187559449025083,-0.5528647780508654,0.3229044990555444,0.07477987289708186,0.006176192080446407,-0.38852500722707484,-1.651230376147462,0.08101858630676095,-0.8023920329155727,-0.9461667316978988,3
Den Haag,10.757643549452862,7.841494386863986,2.1433815315483393,5.658769742605996,19.27453738361487,7.110193238710897,2.258818536615494,2.8073884126038635,-3.1722734981160805,-0.16351388187260735,-0.8532251576983209,0.24923943113582758,-1.686012685856913,-0.8902946156557698,-0.18619906022936836,2
Den Helder,-1.0683954348335234,2.537149183413038,0.5737972907888043,-0.023012629538277846,-0.1098583874603364,2.378804114734999,0.28163114434724834,0.39733194776291014,-0.35190382499269435,-0.4217610155728143,0.4522517708868112,0.016771513668737734,0.6474330187229616,0.8166022369854873,-0.6818301503175402,1
Deurne,-0.8003676346250773,-0.19115346237772907,-1.5481281767760076,-0.4969458940806968,-0.6333540203449608,-0.7324563225889111,-0.5059032871334095,-1.0810128517652149,0.29710665875364506,-0.2184503876814611,-0.5661355404837098,-0.7173693068865026,0.9891146207619352,0.17081692878642235,-0.43401460527345426,3
Deventer,3.217943396240246,1.5806168884725371,0.18869987739398486,0.5016103486243669,1.897036420358937,2.657582985086463,0.35345020616792056,-1.094974979518939,-1.4080462858310259,0.8823984199534757,0.7207635718792598,-0.36399887260329766,0.327777676545288,0.20998067819220853,-0.6322670413087235,4
Diemen,5.655015044566128,4.594406424992328,0.35595480793756384,-2.9317688890135547,-0.5696880430053345,4.407576059969378,0.9221552347618975,2.0121652851800653,-1.239213590494689,-0.05543175030493873,-1.2318410369603758,0.8673989993900574,0.40834679701949683,-1.0267871053628002,-0.38445149626463754,4
Dinkelland,-1.046955213927653,-2.0946261220751277,-2.0276995878790443,-0.7168893737872728,-0.8153576632628246,-2.5374220873235727,-0.265646489209007,-1.1963100367033113,-0.5662503418968198,0.7385837158639643,0.34291704859881017,0.9142440315981147,-0.7737953942690233,-0.026921634981663646,-0.6157460049724508,3
Doesburg,-4.439652430914534,1.3161887888978465,0.5171638935910619,1.094278167501523,-1.4579167990742008,0.08144105431043391,-0.3253751171684478,0.3606111745852255,0.49902365100214896,-0.68382979756553,0.8639477095430678,1.254274849338555,0.5907191910239605,-0.8266936983396813,-0.7644353319989021,3
Doetinchem,0.13062839800194304,0.6289895931506737,-0.052985846951285547,0.32896235673038987,0.5698899364972171,0.26843774118127145,-0.5421968644413885,-1.4835657167050154,-0.8702207164681823,0.3965036013882137,-0.7726229221381653,-1.2823229659946127,0.6744567458781893,1.1355038775731026,-0.6157460049724508,3
Dongen,-0.18276729617464937,-0.2115185173319508,-0.9476000906057802,0.31082579111175324,-0.9446836134937568,-0.13998982379858557,-0.23607978242218447,0.05946584176498637,0.9275750304387154,0.06470228141349225,0.4728674827218695,0.6672976415343477,-0.9448439408852813,0.5168950450387159,-0.15315698755682428,3
Dordrecht,2.7762267679286596,2.2981912715240194,0.4455939874798544,0.7841005960847135,2.302104919335004,4.024809286678912,-0.10204237481021727,0.6079225356536258,-1.9378581460805426,0.646812197046328,-0.7010709534196338,-0.19029146604019967,-0.4566931812307774,0.5090311961927744,-0.3183673509195482,4
Drechterland,-0.03579854010712618,-1.5543739441264006,-1.555634362433656,-0.596814763414473,-1.2154636879827476,-1.306855157730418,0.07214202104529727,-1.776048995773007,-0.26767057509670106,0.3477390699079184,-0.27625562081421823,-0.7193131102512018,1.4831439976083378,-0.35965637924329263,-0.2522832055744589,3
Drimmelen,-2.2757631196661428,0.11528259117865372,-1.6409614716016871,0.7329793535199747,-0.9171643956684001,-0.9559516590006625,0.07223191199722875,0.04261366860453077,-0.02940198828331819,-1.1937175625782308,0.15027629537459353,-0.6104790543664995,-0.13013208325963194,-0.7440895832605968,0.16074270283235098,3
Dronten,1.8910620584294144,-0.9134814302889648,-1.5473384391494174,-0.3759283189171558,-0.34487955808035475,-2.7285100349391667,-0.1550120908017288,-0.05124689486679786,-1.2135133808172673,1.3342599759860228,0.21907113017378757,-0.0004279147818958538,0.49319756339534426,-0.04404207743182888,-0.3514094235920923,3
Druten,0.056389121798405384,-1.1381794911395138,-1.814745843398454,1.5859910544766438,-1.2228588855347253,-1.1877551517450737,-0.009860807686174514,0.3553365091850611,0.3189943372245348,-1.515251178678219,-2.2399812106219867,-1.3343181849828407,-0.49678412639490904,0.4357061908438041,-0.2192411329019136,3
Duiven,-0.7207761794418097,-0.999473482097519,-1.8245399120185208,2.6022166055581124,-0.6436153725943349,1.2193563726526817,-0.4250246207756739,0.12006508237845079,0.3531574195319732,0.5256428564871709,1.300009320049278,0.25508277251683587,0.4040173505322755,0.4800652104823295,-0.13663595122055164,3
Echt-Susteren,-4.997897234639439,1.883144565702638,-1.2067061552627145,0.8895237594432601,-0.738593299483751,-0.756083557770175,-1.9456561175284974,1.1754752970286593,0.16343196697619897,0.6414755824928857,1.3398472741650844,-0.9823514172424417,0.19186313948597042,-0.6947841523521806,-0.43401460527345426,3
Edam-Volendam,0.9023525536208394,-1.6296264537034084,-0.8668758241713399,0.2626766062340694,-0.394539862566326,-0.2524230557005155,1.2373669256134603,-0.16658739002127895,1.265630304474881,-0.21619141036234113,-0.486061147408415,1.2268001988019794,-0.30794974168257916,0.6959113943036069,0.6728948292567954,1
Ede,3.7479977711709207,-0.38592516777157,0.7430109578326174,-1.2052575074990464,2.4944393613965934,0.5948094006945545,-0.5840732740575594,-0.8904741228665989,0.2140373520260685,0.5794912517601574,-0.920361369663654,0.5356356567491963,0.515164899431754,0.010394444170697079,-0.054030769539189664,1
Eemnes,-0.5391768960370891,-2.2427425078153513,-0.47764674872121465,1.6581875060063007,-1.488966414437154,-0.75906025757236,-0.8643837541542673,0.2031580254382756,0.7485939331793255,0.026905505795388345,1.0483727844930844,-0.06926112922910331,0.6594055216703266,-1.0684163319610773,0.8381051926195194,3
Eersel,-1.9320802025483808,-0.20137238679011812,-1.630747483661194,-0.412515286273647,-1.0805414140187102,-2.2528020243998004,-0.2862601725677556,0.03014489023345982,0.09033768649227529,-0.16571388885588742,0.6944668722919305,0.7652089805526551,-0.63816672552136,1.314050703790444,0.5242055022303441,3
