Municipalities,demography_0,demography_1,demography_2,demography_3,employment,mobility_0,mobility_1,mobility_2,mobility_3,mobility_4,mobility_5,mobility_6,mobility_7,mobility_8,ChronicDisease_0,ChronicDisease_1,Avg. PI. per person by household position
Dinkelland,-1.046955213927653,-2.094626122075128,-2.0276995878790443,-0.7168893737872728,-0.8153576632628246,-2.5374220873235727,-0.26564648920900696,-1.1963100367033113,-0.5662503418968198,0.7385837158639643,0.34291704859881017,0.9142440315981148,-0.7737953942690233,-0.023101733510734263,-0.8238747261054408,0.2182887954351869,-0.6157460049724508
Doesburg,-4.439652430914534,1.3161887888978463,0.5171638935910619,1.094278167501523,-1.4579167990742008,0.08144105431043391,-0.3253751171684478,0.3606111745852255,0.499023651002149,-0.6838297975655301,0.8639477095430678,1.254274849338555,0.5907191910239605,-0.7093944155715041,-1.169859891890255,-1.4894787610879925,-0.7644353319989021
Doetinchem,0.13062839800194306,0.6289895931506737,-0.052985846951285547,0.3289623567303899,0.5698899364972171,0.26843774118127145,-0.5421968644413885,-1.4835657167050154,-0.8702207164681823,0.3965036013882137,-0.7726229221381653,-1.2823229659946127,0.6744567458781893,0.9743876253416976,0.5970462624663656,-0.7616897539086264,-0.6157460049724508
Dongen,-0.18276729617464935,-0.2115185173319508,-0.9476000906057802,0.31082579111175324,-0.9446836134937568,-0.13998982379858554,-0.2360797824221845,0.05946584176498638,0.9275750304387154,0.06470228141349225,0.4728674827218695,0.6672976415343477,-0.9448439408852812,0.4435529859771345,-0.7479323835530755,-0.4814779977994617,-0.15315698755682428
Dordrecht,2.77622676792866,2.29819127152402,0.4455939874798544,0.7841005960847135,2.3021049193350036,4.024809286678912,-0.10204237481021727,0.6079225356536258,-1.9378581460805424,0.6468121970463281,-0.7010709534196338,-0.19029146604019967,-0.4566931812307774,0.4368049359225457,2.9969525200609493,-0.3522361237507056,-0.3183673509195482
Drechterland,-0.03579854010712618,-1.5543739441264006,-1.555634362433656,-0.596814763414473,-1.2154636879827476,-1.306855157730418,0.07214202104529728,-1.776048995773007,-0.26767057509670106,0.3477390699079184,-0.27625562081421823,-0.7193131102512018,1.4831439976083378,-0.30862486005672285,-1.1362814674248185,1.2247728334699777,-0.2522832055744589
Drimmelen,-2.2757631196661428,0.11528259117865372,-1.6409614716016871,0.7329793535199747,-0.9171643956684,-0.9559516590006624,0.07223191199722875,0.042613668604530766,-0.02940198828331819,-1.1937175625782308,0.15027629537459353,-0.6104790543664995,-0.13013208325963194,-0.6385109697946492,-0.7227170585350324,-0.2752122341323354,0.16074270283235098
Dronten,1.8910620584294144,-0.9134814302889648,-1.5473384391494174,-0.3759283189171558,-0.34487955808035475,-2.7285100349391667,-0.1550120908017288,-0.051246894866797864,-1.2135133808172671,1.3342599759860228,0.2190711301737876,-0.00042791478189585383,0.4931975633953442,-0.03779296230642081,-0.2707141652622714,0.3105231780585696,-0.3514094235920923
Druten,0.05638912179840538,-1.1381794911395138,-1.8147458433984542,1.5859910544766438,-1.222858885534725,-1.1877551517450735,-0.009860807686174514,0.3553365091850611,0.3189943372245348,-1.515251178678219,-2.2399812106219867,-1.3343181849828407,-0.496784126394909,0.3738839902073685,-0.9630580062940404,-0.22251350816405832,-0.2192411329019136
Duiven,-0.7207761794418097,-0.9994734820975191,-1.8245399120185208,2.6022166055581124,-0.6436153725943349,1.2193563726526817,-0.4250246207756739,0.1200650823784508,0.3531574195319732,0.5256428564871709,1.3000093200492782,0.2550827725168359,0.4040173505322755,0.41194892390046,-0.7856096237629652,-0.043503359109971405,-0.13663595122055164
Echt-Susteren,-4.997897234639439,1.8831445657026382,-1.2067061552627143,0.8895237594432601,-0.738593299483751,-0.756083557770175,-1.9456561175284972,1.1754752970286593,0.16343196697619894,0.6414755824928857,1.3398472741650844,-0.9823514172424416,0.1918631394859704,-0.5962014694149749,-0.3845125026331279,-0.9637711368847308,-0.4340146052734543
Edam-Volendam,0.9023525536208394,-1.6296264537034084,-0.8668758241713399,0.2626766062340694,-0.39453986256632595,-0.2524230557005155,1.2373669256134605,-0.16658739002127895,1.265630304474881,-0.21619141036234116,-0.486061147408415,1.2268001988019794,-0.3079497416825792,0.5971687673960117,-0.4515007236041606,0.6365226581219754,0.6728948292567954
Ede,3.7479977711709207,-0.38592516777157,0.7430109578326174,-1.2052575074990464,2.4944393613965934,0.5948094006945545,-0.5840732740575594,-0.8904741228665989,0.2140373520260685,0.5794912517601574,-0.9203613696636541,0.5356356567491963,0.515164899431754,0.008919580084463702,2.020282304174847,0.4005742634019001,-0.054030769539189664
Eemnes,-0.5391768960370891,-2.242742507815352,-0.4776467487212146,1.6581875060063007,-1.488966414437154,-0.7590602575723601,-0.8643837541542673,0.2031580254382756,0.7485939331793255,0.026905505795388345,1.0483727844930844,-0.06926112922910331,0.6594055216703266,-0.9168191083599528,-1.5030252703236855,5.032719373156153,0.8381051926195194
Eersel,-1.9320802025483808,-0.20137238679011807,-1.6307474836611942,-0.41251528627364703,-1.0805414140187102,-2.2528020243998004,-0.2862601725677556,0.030144890233459818,0.09033768649227528,-0.16571388885588742,0.6944668722919305,0.7652089805526551,-0.63816672552136,1.1276005041757569,-1.1518066628977923,0.5045322572461272,0.5242055022303441
Eijsden-Margraten,-3.7116519945361617,0.3179760947381789,-0.6572414687821982,-0.442497235698992,-1.0372800816132302,-1.4166433601952242,-1.3146047369235099,1.670127336217115,0.046402782421934685,-0.4593068330724162,0.35089820990348025,0.7884926025627343,1.4248767390353507,-0.2901616117311658,-0.7758676897771816,-0.1466005624320506,0.1277006301598069
Eindhoven,5.863762098923572,7.334036487372657,-2.006161505655252,-1.3059574864108003,7.9955375877815005,2.9744202935537287,0.08381907581685953,0.3047869830042024,-0.7879764738575592,0.369989568394171,0.1206722207890742,-0.6276142931404534,-0.22057065982889992,0.12339079234733864,5.418014476987969,0.3257084028299101,-0.2522832055744589
